MMV name	SMILES	"Pbluc (Single Point Inhibition, %)"	"HepG2tox (Single Point Inhibition, %)"	IC50 PbLuc  2nd Round Average (CDD Vault)	IC90 PbLuc  2nd Round Average (CDD Vault)	 Hill slope PbLuc 2nd Round (CDD Vault)	R squared PbLuc 2nd Round (CDD Vault)	CC50 HepG2tox 2nd Round average (CDD Vault)	CC90 HepG2tox 2nd Round average (CDD Vault)	 Hill slope HepG2tox 2nd Round (CDD Vault)	R squared HepG2tox 2nd Round (CDD Vault)	IC50 FfLuc 2nd round (CDD Vault)	IC90 FfLuc 2nd round (CDD Vault)	 Hill slope FfLuc 2nd Round (CDD Vault)	R squared FfLuc 2nd Round (CDD Vault)
 MMV1455930	COC1=CC(\C=N\NC(=O)C2=CC=CC=C2NS(=O)(=O)C2=CC=CS2)=CC=C1OCCC(C)C	92.6		0.307	1.06	1.78	0.852	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1455932	CN1\C(=C/C(=O)COC(=O)C2CC3=CC=CC=C3CN2C(=O)C2=CC=CC=C2)C(C)(C)C2=CC=CC=C12	92.6		3.35	> 10.0	1.63	0.576	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1455937	CC(C)[C@H](NC(=O)C1=CC=CC=C1Cl)C(=O)NC1=NC(=CS1)C1=CC=CC=N1	95.1		2.89	6.36	2.78	0.749	9.33	> 10.0	4.61	0.937	> 10.0	> 10.0		
 MMV1455974	COC1=CC=C(OC)C(=C1)C1=CS\C(=N/C2=CC=CC(C)=C2C)N1\N=C\C1=CC=C(C=C1)C#N	88.9		6.34	> 10.0	4.56	0.492	> 10.0	> 10.0	2.44	0.954	> 10.0	> 10.0		
 MMV1455987	COC1=C(C=C2C=CC=CC2=C1)C(=O)OC(C(=O)NC1=CC=C(C)C(Cl)=C1)C1=CC=CC=C1	86.4		> 10.0	> 10.0	12.6	0.137	> 10.0	> 10.0			> 10.0	> 10.0	12	0.255
 MMV1456035	CC1CC(C)CN(C1)C(C1=C(NC(=O)C2=CC=CO2)SC(C)=C1C)C1=CC=CC(=C1)C(F)(F)F	87.6		6.14	> 10.0	2.14	0.2	> 10.0	> 10.0			9.42	> 10.0	10.2	0.527
 MMV1456037	CC1=CC=C2N=C(SC2=C1)C1=CC=C(NC(=O)CN2C(=O)NC(C)(C2=O)C2=CC=C(OC(F)F)C=C2)C=C1	83.9		> 10.0	> 10.0	1.6	0.077	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456040	CCC1=CC(OCCCCCCN2CCC(C)CC2)=CC=C1Cl	95.1		4.49	7.91	3.89	0.522	> 10.0	> 10.0	8.01	0.5	> 10.0	> 10.0		
 MMV1456065	COC1=CC=CC=C1\C=C(\C(=O)OC(C(=O)C1=CNC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1	87.6		3.6	> 10.0	1.04	0.705	> 10.0	> 10.0			9.75	> 10.0	11.3	0.353
 MMV1456067	CCC1(NC(=O)N(CC(=O)NC2=CC=C(C=C2)C2=NC3=CC=C(C)C=C3S2)C1=O)C1=CC=C(F)C=C1	85.2		9.87	> 10.0	17.6	0.434	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456069	C\C(=N/NC(=O)C1=C(Cl)C2=CC=CC=C2S1)C1=CC=C(C=C1)C(C)(C)C	87.6		4.74	> 10.0	2.25	0.703	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456099	OC1=CC=C(C=C1)C(=O)\C=C\C1=CC=C(N2CCCCC2)C(=C1)[N+]([O-])=O	85.2		9.61	> 10.0	10.8	0.0169	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456107	CCOCCCNC(=O)C(=C\C1=CC=C(O1)[N+]([O-])=O)\C#N	95.1		> 10.0	> 10.0	1.42	0.135	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456112	OC1=C(C=NC2=C(C#N)C3=C(CCC3)S2)C2=CC=CC=C2C(=O)N1C1=CC=C(Br)C=N1	88.9		6.14	> 10.0	1.74	0.542	> 10.0	> 10.0	5.03	0.905	> 10.0	> 10.0		
 MMV1456113	CCOC(=O)C1=C(NC(=O)CSC2=NN=C(N2C2=CC=CC=C2C)C2=CC=CN=C2)SC(=C1)C1=CC=CC=C1	83.9		6.74	> 10.0	3.21	0.715	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456138	CC1=CC(NC(=O)C(NNC(=O)CC23CC4CC(CC(C4)C2)C3)C2=CC=CC=C2)=CC(C)=C1	90.5		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456139	CC1=NN(C(OC(=O)C2=CC=CC(=C2)[N+]([O-])=O)=C1S(=O)(=O)C1=CC=C(C)C=C1)C(C)(C)C	89.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456152	CC1=CC=C(C)C(=C1)S(=O)(=O)N(CC1=NN=C(O1)C1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C(F)(F)F	89.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456174	[O-][N+](=O)C1=CC2=C(OCOC2)C(CN2C(COC3=CC=C(Cl)C=C3Cl)=NC3=CC=CC=C23)=C1	92.1		4.23	7.34	3.98	0.767	> 10.0	> 10.0			> 10.0	> 10.0	4.75	0.0792
 MMV1456177	O=C(C1=CC=CC=C1)C1=CC(C2=NC3=CC=CC=C3N2)=C(N2C3=CC=CC=C3N=C12)C1=CC=CC=C1	85.8		6.85	> 10.0	3.5	0.455	> 10.0	> 10.0			7.49	> 10.0	3.37	0.587
 MMV1456181	CC(C)[C@H](NC1=CC=C(C=C1Cl)C(F)(F)F)C(=O)OC(C)C(=O)NC(=O)NC1CCCCC1	92.1		3.88	6.57	4.18	0.859	> 10.0	> 10.0			9.18	> 10.0	12	0.576
 MMV1456193	CC(C)(C)C1=NN=C2SC(SCC(=O)NC(C3=CC=CC=C3)C3=CC=CC=C3)=NN2C1=O	89.0		4.26	> 10.0	1.88	0.683	> 10.0	> 10.0			> 10.0	> 10.0	10.4	0.278
 MMV1456196	CCOC1=CC=C(C=C1CSC1=NC2=CC=CC=C2N1C1=CC=CC(C)=C1)C(C)=O	85.8		7.59	> 10.0	3.51	0.141	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456206	O=C(N\N=C1\C(=O)C2=C3C1=CC=CC3=CC=C2)C1=CC=CC(=C1)S(=O)(=O)N1CCCCC1	95.3		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456208	CC1=CC=CC(C)=C1N(C(=O)CC(C1=CC=CC=C1)C1=CC=CC=C1)C1=NC2=CC=CC=C2S1	84.2		7.33	> 10.0	3.66	0.235	> 10.0	> 10.0			4.29	5.99	6.55	0.86
 MMV1456214	OC1(CS\C(=N/C2=CC=CN=C2)N1CC1=CC=CO1)C1=CC=C(F)C=C1	85.8		8.78	> 10.0	6.5	0.331	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456225	O=C(CSC1=CC=CC=C1C(=O)N(CC1=CC=CO1)CC1=CC=CS1)NC12CC3CC(CC(C3)C1)C2	89.0		4.08	7.68	3.47	0.525	10	> 10.0	38.7	0.813	9.08	> 10.0	5.22	0.381
 MMV1456235	COC1=CC(Cl)=C(C)C=C1N1C(=O)C2=CC=CC=C2N=C1SCC1=NN=C(O1)C1=CC=CS1	95.3		8.6	> 10.0	8.4	0.579	> 10.0	> 10.0			8.62	> 10.0	9.81	0.743
 MMV1456246	CC1=CC(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2=CC=C(OC(F)F)C=C2)=C(C)N1C1=CC=C(F)C(Cl)=C1	85.8		9.61	> 10.0	12.5	0.0853	> 10.0	> 10.0			3.85	> 10.0	1.77	0.792
 MMV1456248	CN1\C(=C/C(=O)CCCSC2=NN=C(N2N)C2=CC=CC=C2)C(C)(C)C2=CC=CC=C12	95.3		3.64	> 10.0	1.71	0.591	9.29	> 10.0	7.74	0.566	> 10.0	> 10.0	2.28	0.541
 MMV1456251	CC1=NN(C(C)=C1)C1=CC=C(C=C1S(=O)(=O)N(CC(=O)N1CCCC2=CC=CC=C12)C1=CC=C(Cl)C=C1)[N+]([O-])=O	90.5		3.56	4.71	7.9	0.762	> 10.0	> 10.0	1.68	0.248	9.56	> 10.0	9.12	0.891
 MMV1456256	CCOC(=O)C1=C(C)C=C(NC(=O)C2=CC(=CC=C2)S(=O)(=O)N(C)C2=CC=C(OC)C=C2)S1	87.4		6.44	9.74	5.31	0.793	9.62	> 10.0	15.7	0.428	> 10.0	> 10.0	3.21	0.745
 MMV1456291	ClC1=CC=C(C=C1S(=O)(=O)N1CCC2=CC=CC=C12)C(=O)NCC(N1CCCC1)C1=CC=CO1	89.0		7.08	> 10.0	5.35	0.563	> 10.0	> 10.0	3.24	0.613	> 10.0	> 10.0	10.9	0.158
 MMV1456319	C(CC1=CC=CC=C1)NCC1=CN(N=C1C1=CC=CS1)C1=CC=CC=C1	84.2		9.18	> 10.0	3.19	0.352	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456322	CN1C2=CC=CC=C2N=C1C1=C(NN=C1C1=CC=CC=C1)C1=CC=C(C=C1)[N+]([O-])=O	92.1		4.81	9.52	3.22	0.201	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456324	ClC1=C(Cl)C(=O)N(CC(=O)NCCC(C2=CC=CC=C2)C2=CC=CC=C2)N=C1	92.1		5.37	7.67	6.15	0.344	8.45	> 10.0	9.11	0.609	5.1	> 10.0	2.03	0.822
 MMV1456355	COC1=CC=C(C=C1)C1=NNC(=C1)C(=O)NNC(=S)NC1CC2CCC1C2	87.4		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456362	CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C1=NC(Cl)=C(Cl)C(Cl)=C1Cl	90.5		> 10.0	> 10.0			9.38	> 10.0	15.2	0.451	> 10.0	> 10.0		
 MMV1456371	CC1=CC=C(C)C(SC2=CC=C(NC(=O)CN3C(=O)NC(CC4=CC=CC=C4)C3=O)C=C2)=C1	90.5		5.94	> 10.0	1.97	0.872	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456372	COCCNC(=S)NC1=CC=CC=C1CC(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12	84.2		9.41	> 10.0	10.3	0.121	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456410	NC(=O)C(C(=O)\C=C\C1=CC=C(Cl)C=C1)=C1SCCS1	90.5		4.47	7.51	4.23	0.508	4.48	> 10.0	2.58	0.837	> 10.0	> 10.0		
 MMV1456413	CC1=CC(C)=C(C=C1)S(=O)(=O)\N=C1/C=C2N(CCO)CCOC2(O)C2=C1C=CC=C2	92.1		3.4	6.56	3.34	0.51	9.27	> 10.0	10.4	0.538	> 10.0	> 10.0	0.405	0.0273
 MMV1456426	ClC1=CC=CC=C1C1=CSC2=C1C(=O)N(CCC1=CC=CC=C1)C(SCC(=O)NC1=CC=CC=C1C#N)=N2	87.4		6.05	9.03	5.48	0.817	> 10.0	> 10.0			7.13	9.04	9.25	0.857
 MMV1456428	CCCCCCN1C(SCC2=CC(=O)OC3=CC(C)=CC=C23)=NN=C1C1=CNC2=CC=CC=C12	89.0		9.99	> 10.0	85.8	0.0287	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456438	CCCCOC1(N=C(NN=C1C1=CC=C(C)C=C1)SCC(=O)NCC(C)C)C1=CC=C(C)C=C1	89.0		6.12	> 10.0	3.83	0.417	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456445	CC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)N1CCN(CCC3=CC=CC=C3)CC1)C2	85.8		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456452	CS(=O)(=O)C1=CC=C(C=C1[N+]([O-])=O)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NCC1=CC=CO1	96.9		> 10.0	> 10.0			9.46	> 10.0	11.7	0.595	> 10.0	> 10.0		
 MMV1456456	CC(C)C1=CC=C(NC(=O)C2=CC=C(N(C)C)C(=C2)[N+]([O-])=O)C=C1	84.2		4.36	8.31	3.41	0.504	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456458	CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=CC(NC(=O)NC2=CC=CC=C2[N+]([O-])=O)=C1	93.7		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456460	CC1=CC=C(C)C(=C1)N1C=C(N=C1SCC(=O)C1=CC=C(Cl)C(Cl)=C1)C1=CC=C(Cl)C=C1	93.7		> 10.0	> 10.0			> 10.0	> 10.0	8.6	0.032	8.55	> 10.0	12.4	0.889
 MMV1456461	CC12CC(CC(C)(C)C1)N(C2)C(=O)CN1CCN(CC1)C1=CC=CC(=C1)C(F)(F)F	87.4		9.19	> 10.0	7.96	0.534	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456467	CCN(CC1=CC=CC=C1)S(=O)(=O)C1=CC(=CC=C1OC)C(=O)N1CCC2=CC=CC=C2C1	89.0		9.68	> 10.0	15.3	0.425	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456469	[O-][N+](=O)C1=CC=CC=C1\C=N\N1\C(SC=C1C1=CC=C(Br)S1)=N\CC=C	83.6	28	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456525	CN1C2=CC=CC=C2C(C)(C)\C1=C\C=N\NC(=O)C1=CC=CN=C1	88.7	-16	7.23	> 10.0	4.32	0.562	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456632	CC(OC(=O)C1=CC=C(NS(=O)(=O)C2=CC(=CC(C)=C2C)C(C)(C)C)C=C1)C(=O)C1=C(C)N(C(C)=C1)C1=CC=CC=C1	84.9	9	8.93	> 10.0	9.36	0.441	> 10.0	> 10.0			7.09	> 10.0	4.56	0.633
 MMV1456644	CCC1=C(C)SC2=C1C(=O)N(C(SCC1COC3=CC=CC=C3O1)=N2)C1=CC=C(O)C=C1C	91.2	-3	> 10.0	> 10.0			> 10.0	> 10.0			3.96	> 10.0	1.97	0.841
 MMV1456683	CC1=CC(C)=C(C)C(=C1C)S(=O)(=O)N1CCC(CC1)C(=O)NC1=CC(=CC=C1N1CCOCC1)S(=O)(=O)NC1=CC=C(Cl)C=C1	83.6	-19	3.21	3.69	15.7	0.403	> 10.0	> 10.0			5.78	> 10.0	3.74	0.802
 MMV1456687	CN1\C(S\C(=C\C2=CN(N=C2C2=CC=CC=C2)C2=CC=CC=C2)C1=O)=C\C(=O)C(C)(C)C	88.7	-39	> 10.0	> 10.0			> 10.0	> 10.0			3.96	4.77	11.8	0.797
 MMV1456720	NC(=O)C1=CC(=CC=C1O)C1=CS\C(=N/C2=CC=CC=C2F)N1C1CCCC1	88.7	25	4.32	> 10.0	1.38	0.237	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456731	CCOC(=O)C1=C(CSC2=NN=C(N2CC=C)C2=CC=C(Cl)C=C2Cl)C(C#N)=C(N)S1	87.4	23	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456744	CC(C)(C)NCC(O)CON=C1C2=CC=CC=C2C2=CC=CC=C12	87.4	27	9.17	> 10.0	12	0.408	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456765	COC(=O)C1=CC=C(\C=C\C(=O)OCC(=O)C(C#N)=C2NC3=CC=CC=C3N2)C=C1	88.7	27	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1456800	CN(C)C1=NC(N)=C2C(N)=NC3=C(C=C(O)N3C(=O)NC34CC5CC(CC(C5)C3)C4)C2=C1C#N	89.9	11	5.64	> 10.0	3.69	0.0461	> 10.0	> 10.0			5.42	5.5	155	0.212
 MMV1456816	CC1=CC=C(Cl)C=C1NC(=O)C[N+]1=CC=C(CC2=CC=C(C=C2)[N+]([O-])=O)C=C1	91.2	44	6.22	> 10.0	4.32	0.492	> 10.0	> 10.0	5.4	0.89	> 10.0	> 10.0		
 MMV1456890	CCCN1C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N2CC(C)OC(C)C2)=NC2=CC=CC=C12	84.9	28	4.09	5.08	10.1	0.696	> 10.0	> 10.0	9.83	0.869	> 10.0	> 10.0		
 MMV1456916	CC(SC1=NN=C(O1)C1=CC=C(C=C1)C(C)(C)C)C(=O)NC1=NC=C(Cl)C=C1Cl	87.4	42	3.13	3.61	15.5	0.267	> 10.0	> 10.0	7.53	0.526	> 10.0	> 10.0		
 MMV1456951	CC1=C(OC2=C(C=CC=C2C1=O)C(=O)N(CC1=CC=CC=C1Cl)S(=O)(=O)C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1	84.9	29	7.82	> 10.0	8.59	0.6	> 10.0	> 10.0	8.04	0.64	> 10.0	> 10.0		
 MMV1456952	CC(NC1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F)C(=O)NC1=CC=CC=C1C(=O)NC1=CC=CC(Cl)=C1	87.4	48	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457011	CC1=C(C(C)=NO1)S(=O)(=O)N1CCCN(CC1)C(=O)C1=CC2=C(S1)C1=CC=CC=C1CC2	86.1	17	4.56	> 10.0	2.04	0.622	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457110	COC(=O)C1=C(C)NC(C(=O)C(C)SC2=NN=C(CC3=C4C=CC=CC4=CC=C3)N2C2CCCCC2)=C1C	88.7	43	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0	16.1	0.161
 MMV1457232	CCCN1C(NC(=O)C2CCCN2C(=O)C23CC4CC(CC(C4)C2)C3)=NC2=CC=CC=C12	85.1	26	9.19	9.69	41.1	0.0887	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457312	CCC(C)C1=CC=C(NC(=O)C2=CC=CNC2=S)C=C1	90.8	7	7.03	> 10.0	0.824	0.804	> 10.0	> 10.0			9.59	> 10.0	16.3	0.684
 MMV1457316	CN1N=NN=C1SCC(=O)NC1=CC=C(C=C1)C(=O)NC1=NC=CC=C1O	89.7	1	1.64	6.88	1.53	0.512	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457318	O=C(NC1=NC(=CS1)C12CC3CC(CC(C3)C1)C2)C1=COCCO1	87.4	-1	7.07	> 10.0	3.95	0.0619	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457343	FC1=CC=C(NC(=O)C(SC2=NN=C(N2)C2=CC=CS2)C2=CC=CC=C2)C=C1	85.1	8	6.11	> 10.0	4.17	0.509	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457382	CC1=C(C)C2=C(SC3=NN=C(N3C3=CC=CC=C3)C3=CC=CS3)N=CN=C2S1	93.1	-15	3.37	3.96	13.8	0.706	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457436	CC(C)C1=CC=C(C=C1)C(=O)OC(C)C(=O)NC1=C(C=CS1)C(N)=O	88.5	19	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457466	CCCCCCN(C(=O)COC(=O)C1=C(C)NC(=NC1=O)C1CC1)C1=NC(=CS1)C1=CC=CC=C1	94.3	-11	3.53	4.6	8.31	0.597	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457478	CCCN1C(NC(=O)C2=C(SC)N=CC=C2)=NC2=CC=CC=C12	92.0	30	9.22	> 10.0	14.8	0.146	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457596	COC1=CC=C(C=C1OC)S(=O)(=O)N(CC1=CC=C(C=C1)C(=O)NC1CC1)C1CC1	93.1	-13	1.68	7.7	1.44	0.778	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457716	COC1=CC(OC)=C(C=C1Cl)C(=O)\C=C\C1=CN=C(N=C1)N1CCCC1	88.5	25	7.4	> 10.0	2.31	0.563	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457722	CCC1=NC(SCC(=O)NC2=NSC(=N2)C2=CC=C(C=C2)C(C)(C)C)=C2C3=C(CCC3)SC2=N1	88.5	33	> 10.0	> 10.0			> 10.0	> 10.0			9.03	> 10.0	7.48	0.446
 MMV1457738	CC1=CC(Br)=CC=C1NC(=O)CNC(=O)CCC(=O)N1CCC(=N1)C1=CC=CC=C1	88.5	-5	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457769	CC1=CC(=CC(=C1C)S(=O)(=O)N(CC1=CC=C(C=C1)C(=O)NC1CC1)C1CC1)[N+]([O-])=O	94.3	0	0.801	2.18	2.2	0.808	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457828	CC1=CC(C(=O)CN2CCC(CC2)C(=O)NC2=CC=C3OCOC3=C2)=C(C)N1CC1=CC=CS1	93.1	8	> 10.0	> 10.0			> 10.0	> 10.0			8.05	> 10.0	9.45	0.378
 MMV1457831	CCCCN1C2=C(N(CC)C(=N2)C2=CC=C(C)C(=C2)[N+]([O-])=O)C(=O)NC1=O	92.0	12	3.35	3.73	20.6	0.559	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457836	CCOC(=O)C1=CN=C(SC(C)C(=O)NC2=NC(=CS2)C2=CC=CC=C2)N=C1N	89.7	36	4.44	> 10.0	0.707	0.324	> 10.0	> 10.0	0.514	0.73	> 10.0	> 10.0		
 MMV1457856	CC(C)(C)C1=CC=C(NC(=O)C2=CC=CNC2=S)C=C1	94.3	27	0.0638	0.656	0.943	0.946	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457863	CNC(=S)NC1=CC=C(C=C1)N1C=NC2=CC=CC=C12	90.8	-3	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457879	CCC1=C2C(=O)CC(C)(C)CC2=NC(SCC(=O)C2=C(C)N(C(C)=C2)C2=CC=CC=C2)=C1C#N	86.2	26	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457923	CCOC(=O)C1=C(NC(=O)CSC2=C3C(SC=C3C3=CC=C(OC)C=C3)=NC=N2)SC2=C1CCCC2	90.8	3	> 10.0	> 10.0			> 10.0	> 10.0	1.83	0.223	> 10.0	> 10.0		
 MMV1457953	CC1=NC(CSC2=NC3=C(C(=O)CC(C)(C)C3)C(C3=CC=CC=C3)=C2C#N)=CS1	85.1	-7	9.59	> 10.0	7.94	0.255	> 10.0	> 10.0	0.218	0.218	> 10.0	> 10.0		
 MMV1457957	CCOC(=O)C1=C(NC(=O)CSC2=C(C#N)C(CC)=C3C(=O)CC(C)(C)CC3=N2)SC=C1C1=CC=C(Cl)C=C1	90.8	4	9.02	> 10.0	12.9	0.506	> 10.0	> 10.0			9.4	> 10.0	17.7	0.746
 MMV1457962	O=C(CN1C(CN2CCCCC2)=NC2=CC=CC=C2C1=O)NC1=CC=CC=C1OC1=CC=CC=C1	83.9	-6	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457963	CCC1=C2C(N)=C(SC2=NC2=C1C(=O)CC(C)(C)C2)C(=O)NC1=NSC(=N1)C1=CC=CC=C1	92.0	48	6.36	> 10.0	1.15	0.361	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457970	CC(NC1=CC=C(CC2=NC3=CC=CC=C3S2)C=C1)C(=O)N1CCNC1=O	92.0	-10	6.81	9.74	6.15	0.163	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1457972	[O-][N+](=O)C1=CC(Cl)=CC=C1N1CCN(CC1)C1=C2C(SC3=C2CCC3)=NC=N1	83.9	26	> 10.0	> 10.0			> 10.0	> 10.0			8.36	9.64	15.4	0.646
 MMV1458001	CCOC(=O)C1=C(NC(=O)CSC2=NC3=C(C(=O)CC(C)(C)C3)C(CC)=C2C#N)SC=C1C1=CC=C(F)C=C1	90.8	9	8.71	> 10.0	13.6	0.125	> 10.0	> 10.0			5.36	5.49	86.7	0.56
 MMV1458002	CC1=CC=C(CNC(=O)CN2CCCN(CC3=CC=C(Cl)C=C3)CC2)C=C1F	85.1	-11	4.84	> 10.0	1.42	0.29	0.0968	0.236	2.47	0.19	> 10.0	> 10.0		
 MMV1458044	CCOC(=O)C1=C(NC(=O)CSC2=C(C#N)C(C3=CC=CC=C3)=C3C(=O)CC(C)(C)CC3=N2)SC=C1C1=CC=C(F)C=C1	83.9	-13	> 10.0	> 10.0			> 10.0	> 10.0			3.32	3.73	18.8	0.892
 MMV1458046	CCOC(=O)C1=C(NC(=O)CSC2=NC3=C(C(=CS3)C3=CC=C(OC)C=C3)C(=O)N2CC=C)SC(C)=C1C	86.2	-2	5.66	> 10.0	3.18	0.293	> 10.0	> 10.0	0.0825	0.0539	9.5	> 10.0	9.8	0.347
 MMV1458084	FC1=CC(Cl)=CC=C1NC(=O)CCSCC1=CC2=C(OCO2)C(Cl)=C1	86.2	47	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458141	CC1=CC(C(=O)CSC2=NC3=C(C(=CS3)C3=CC=CC=C3)C(=O)N2CC=C)=C(C)N1C1=CC(F)=CC=C1F	92.0	1	5.65	8.56	5.29	0.561	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458182	CCC1=C2C(=O)CC(C)(C)CC2=NC(SCC(=O)C2=C(C)N(C(C)=C2)C2=C(F)C=CC=C2)=C1C#N	93.1	22	5.79	> 10.0	3.69	0.506	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458212	CN(C1CCS(=O)(=O)C1)C(=O)CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	87.4	7	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458270	FC(F)(F)C1=C(C=NN1C1=CC=CC=C1)C(=O)NNC(=O)C1=CC=C2C=CC=CC2=N1	86.2	44	3.28	3.75	16.4	0.688	> 10.0	> 10.0	2.84	0.957	> 10.0	> 10.0		
 MMV1458285	ClC1=CC=C(OCC2=NC(=CS2)C(=O)NC2=NN=C(S2)C2=CC=CO2)C=C1	85.1	24	4.28	> 10.0	1.45	0.301	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458304	CN(CC(=O)NC1=NC(=CS1)C12CC3CC(CC(C3)C1)C2)C(=O)C1=CC=CO1	92.0	33	3.76	4.63	10.5	0.337	> 10.0	> 10.0	8.2	0.447	> 10.0	> 10.0		
 MMV1458311	CC1=CC=CC(=C1)C1=NN=C(SC2=C3C4=C(CCCC4)SC3=NC(C)=N2)N1CC(N)=O	90.8	20	0.944	1.1	14.6	0.735	> 10.0	> 10.0	8.24	0.61	> 10.0	> 10.0		
 MMV1458346	O=C(NC1=CC=C2OC3(CCCCC3)OC2=C1)C1=CC=CNC1=O	87.4	-9	0.172	> 10.0	0.537	0.823	> 10.0	> 10.0			8.4	> 10.0	3.32	0.581
 MMV1458375	CSC1=NN2C(=N1)N=C(C)C(CCC(=O)N(CC(F)(F)F)C(C)C1CC1)=C2C	86.2	-5	0.994	1.24	9.93	0.558	> 10.0	> 10.0	2.19	0.0601	> 10.0	> 10.0		
 MMV1458472	CN1C=NC2=C(C(C)=C(S2)C(=O)OC(C(=O)C2=CC=CC=C2)C2=CC=CC=C2)C1=O	89.7	-5	7.93	8.68	24.2	0.462	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV1458543	CC1=CC=NC2=NC(=NN12)C(=O)NC1=CC(=CC=C1N1CCCCCC1)C(F)(F)F	87.4	4	0.368	0.413	19	0.744	> 10.0	> 10.0			> 10.0	> 10.0		
